id,source,tier,program,result,season,gpa,gpa_scale,gre_quant,gre_verbal,toefl,undergrad_school,undergrad_tier,undergrad_country,major,major_relevance,intern_count,intern_level,intern_relevance,has_paper,has_research,research_level,gender,nationality,raw_text
6473f79eb850,quantnet_tracker,C,bu-msmf,accepted,12Fall,3.4,4,,,,,,,,,,,,,,none,,,5287 unknown 3.4 4 165.0 不明 不明 bu-msmf accepted 12Fall quantnet_tracker
3c690dabece8,quantnet_tracker,C,bu-msmf,rejected,12Fall,3.5,4,,,,,,,,,,,,,,none,,,5288 unknown 3.5 4 不明 不明 bu-msmf rejected 12Fall quantnet_tracker
7ae59b3fe7c8,quantnet_tracker,C,bu-msmf,accepted,12Fall,4.0,4,,,106,,,,,,,,,,,none,,,5289 unknown 4.0 4 165.0 106 不明 不明 bu-msmf accepted 12Fall quantnet_tracker
edb1f3ef24da,quantnet_tracker,C,bu-msmf,accepted,12Fall,3.24,4,,,,,,,,,,,,,,none,,,5290 unknown 3.24 4 164.0 不明 不明 bu-msmf accepted 12Fall quantnet_tracker
8d185a88b2db,quantnet_tracker,C,bu-msmf,accepted,12Fall,3.68,4,,,,,,,,,,,,,,none,,,5291 unknown 3.68 4 170.0 不明 不明 bu-msmf accepted 12Fall quantnet_tracker
281a0af29e00,quantnet_tracker,C,bu-msmf,accepted,11Fall,,4,,,,,,,,,,,,,,none,,,5292 unknown 4 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
ffe663b2adb8,quantnet_tracker,C,bu-msmf,accepted,11Fall,3.47,4,,,,,,,,,,,,,,none,,,5293 unknown 3.47 4 166.0 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
acaeccbfbc87,quantnet_tracker,C,bu-msmf,accepted,11Fall,3.25,4,,,,,,,,,,,,,,none,,,5294 unknown 3.25 4 166.0 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
fc39b9ff92d7,quantnet_tracker,C,bu-msmf,rejected,11Fall,3.62,4,,,,,,,,,,,,,,none,,,5295 unknown 3.62 4 164.0 不明 不明 bu-msmf rejected 11Fall quantnet_tracker
f3f2e0eb3c61,quantnet_tracker,C,bu-msmf,rejected,11Fall,2.9,4,,,,,,,,,,,,,,none,,,5296 unknown 2.9 4 166.0 不明 不明 bu-msmf rejected 11Fall quantnet_tracker
1b359490ed2a,quantnet_tracker,C,bu-msmf,rejected,11Fall,,4,,,,,,,,,,,,,,none,,,5297 unknown 4 不明 不明 bu-msmf rejected 11Fall quantnet_tracker
b2cc3e77fa22,quantnet_tracker,C,bu-msmf,accepted,11Fall,3.7,4,,,,,,,,,,,,,,none,,,5298 unknown 3.7 4 166.0 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
183589c1bb8e,quantnet_tracker,C,bu-msmf,accepted,11Fall,3.93,4,,,,,,,,,,,,,,none,,,5299 unknown 3.93 4 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
7dab809f67f0,quantnet_tracker,C,bu-msmf,accepted,11Fall,3.6,4,,,,,,,,,,,,,,none,,,5300 unknown 3.6 4 166.0 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
73cf7dd54f33,quantnet_tracker,C,bu-msmf,accepted,11Fall,2.7,4,,,,,,,,,,,,,,none,,,5301 unknown 2.7 4 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
dae44103fba2,quantnet_tracker,C,bu-msmf,rejected,11Fall,3.25,4,,,101,,,,,,,,,,,none,,,5302 unknown 3.25 4 166.0 101 不明 不明 bu-msmf rejected 11Fall quantnet_tracker
792d42b67d40,quantnet_tracker,C,bu-msmf,accepted,11Fall,3.0,4,,,,,,,,,,,,,,none,,,5303 unknown 3.0 4 163.0 不明 不明 bu-msmf accepted 11Fall quantnet_tracker
661a527e065f,quantnet_tracker,C,bu-msmf,rejected,11Fall,3.75,4,,,,,,,,,,,,,,none,,,5304 unknown 3.75 4 166.0 不明 不明 bu-msmf rejected 11Fall quantnet_tracker
09fc93675a77,quantnet_tracker,C,bu-msmf,accepted,10Fall,,4,,,,,,,,,,,,,,none,,,5305 unknown 4 不明 不明 bu-msmf accepted 10Fall quantnet_tracker
3711556b917e,quantnet_tracker,C,bu-msmf,rejected,10Fall,,4,,,,,,,,,,,,,,none,,,5306 unknown 4 不明 不明 bu-msmf rejected 10Fall quantnet_tracker
0cad5b538ff2,quantnet_tracker,C,bu-msmf,accepted,10Fall,3.82,4,,,115,,,,,,,,,,,none,,,5307 unknown 3.82 4 166.0 115 不明 不明 bu-msmf accepted 10Fall quantnet_tracker
a8663db39ce6,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.7,4,,,101,,,,,,,,,,,none,,,5308 unknown 3.7 4 170.0 101 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
003fe804e87f,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.6,4,,,106,,,,,,,,,,,none,,,5309 unknown 3.6 4 170.0 106 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
a76c6c2edfbf,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.62,4,,,,,,,,,,,,,,none,,,5310 unknown 3.62 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
a1cf073c74de,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,4.0,4,,,,,,,,,,,,,,none,,,5311 unknown 4.0 4 3 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
3e3d6c96c1b6,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.76,4,,,,,,,,,,,,,,none,,,5312 unknown 3.76 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
bd7019127d39,quantnet_tracker,C,nyu-tandon-mfe,waitlisted,26Fall,3.1,4,,,100,,,,,,,,,,,none,,,5313 unknown 3.1 4 100 不明 不明 nyu-tandon-mfe waitlisted 26Fall quantnet_tracker
f7eba48ecdb6,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.338,4,,,,,,,,,,,,,,none,,,5314 unknown 3.338 4 169.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
3eca73329aa8,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.57,4,,,103,,,,,,,,,,,none,,,5315 unknown 3.57 4 103 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
08729902f43b,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.9,4,,,,,,,,,,,,,,none,,,5316 unknown 3.9 4 170.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
aac0657b3d3d,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.1,4,,,,,,,,,,,,,,none,,,5317 unknown 3.1 4 170.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
0bc5d4844ecb,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.7,4,,,,,,,,,,,,,,none,,,5318 unknown 3.7 4 170.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
430f5f3a71ff,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.94,4,,,,,,,,,,,,,,none,,,5319 unknown 3.94 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
2b15979169d6,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.44,4,,,,,,,,,,,,,,none,,,5320 unknown 3.44 4 170.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
0ebb033bac93,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.1,4,,,102,,,,,,,,,,,none,,,5321 unknown 3.1 4 170.0 102 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
5ca604973159,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.6,4,,,110,,,,,,,,,,,none,,,5322 unknown 3.6 4 170.0 110 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
5290ff2fd30d,quantnet_tracker,C,nyu-tandon-mfe,waitlisted,26Fall,3.78,4,,,,,,,,,,,,,,none,,,5323 unknown 3.78 4 不明 不明 nyu-tandon-mfe waitlisted 26Fall quantnet_tracker
c29ff3ecb189,quantnet_tracker,C,nyu-tandon-mfe,waitlisted,26Fall,3.76,4,,,,,,,,,,,,,,none,,,5324 unknown 3.76 4 168.0 不明 不明 nyu-tandon-mfe waitlisted 26Fall quantnet_tracker
090abc8e22ab,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.694,4,,,,,,,,,,,,,,none,,,5325 unknown 3.694 4 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
d613b2a02efb,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.6,4,,,,,,,,,,,,,,none,,,5326 unknown 3.6 4 170.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
00a5c3c26075,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.89,4,,,110,,,,,,,,,,,none,,,5327 unknown 3.89 4 110 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
9cc216d1deb6,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.8,4,,,99,,,,,,,,,,,none,,,5328 unknown 3.8 4 99 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
2b5c702d2f3e,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.8,4,,,112,,,,,,,,,,,none,,,5329 unknown 3.8 4 167.0 112 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
0d0743021a29,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.3,4,,,,,,,,,,,,,,none,,,5330 unknown 3.3 4 168.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
937834946f1e,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,4.0,4,,,,,,,,,,,,,,none,,,5331 unknown 4.0 4 170.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
a2e5a5ed9602,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.44,4,,,,,,,,,,,,,,none,,,5332 unknown 3.44 4 167.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
e65339fff48b,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.81,4,,,,,,,,,,,,,,none,,,5333 unknown 3.81 4 170.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
28a0f14e367d,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.83,4,,,102,,,,,,,,,,,none,,,5334 unknown 3.83 4 170.0 102 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
715a6dcbd3a4,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.67,4,,,,,,,,,,,,,,none,,,5335 unknown 3.67 4 168.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
1751e50cca2e,quantnet_tracker,C,nyu-tandon-mfe,waitlisted,26Fall,3.86,4,,,,,,,,,,,,,,none,,,5336 unknown 3.86 4 167.0 不明 不明 nyu-tandon-mfe waitlisted 26Fall quantnet_tracker
1ffd2180edc2,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.96,4,,,,,,,,,,,,,,none,,,5337 unknown 3.96 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
06263bb196ee,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.6,4,,,,,,,,,,,,,,none,,,5338 unknown 3.6 4 166.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
f00ac652bbe9,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.46,4,,,113,,,,,,,,,,,none,,,5339 unknown 3.46 4 170.0 113 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
54b1180b2583,quantnet_tracker,C,nyu-tandon-mfe,waitlisted,26Fall,3.18,4,,,107,,,,,,,,,,,none,,,5340 unknown 3.18 4 170.0 107 不明 不明 nyu-tandon-mfe waitlisted 26Fall quantnet_tracker
b249b76498f2,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.2,4,,,,,,,,,,,,,,none,,,5341 unknown 3.2 4 170.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
2833aa72829a,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.53,4,,,107,,,,,,,,,,,none,,,5342 unknown 3.53 4 170.0 107 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
86682f2730ec,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.24,4,,,113,,,,,,,,,,,none,,,5343 unknown 3.24 4 168.0 113 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
bd525dc5b93f,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.92,4,,,,,,,,,,,,,,none,,,5344 unknown 3.92 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
6ee687c42a8c,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.94,4,,,,,,,,,,,,,,none,,,5345 unknown 3.94 4 169.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
e6ece6df910d,quantnet_tracker,C,nyu-tandon-mfe,waitlisted,26Fall,3.8,4,,,,,,,,,,,,,,none,,,5346 unknown 3.8 4 不明 不明 nyu-tandon-mfe waitlisted 26Fall quantnet_tracker
ae9795a4c7dd,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.42,4,,,,,,,,,,,,,,none,,,5347 unknown 3.42 4 167.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
fc438e6aed85,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.98,4,,,,,,,,,,,,,,none,,,5348 unknown 3.98 4 170.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
d308e51ce16f,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.84,4,,,,,,,,,,,,,,none,,,5349 unknown 3.84 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
799e1952b268,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.93,4,,,,,,,,,,,,,,none,,,5350 unknown 3.93 4 170.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
3e172644a65c,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.89,4,,,,,,,,,,,,,,none,,,5351 unknown 3.89 4 168.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
d7a4f961b5eb,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.68,4,,,,,,,,,,,,,,none,,,5352 unknown 3.68 4 170.0 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
5bb37991ded5,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.92,4,,,,,,,,,,,,,,none,,,5353 unknown 3.92 4 168.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
37410e2f5bbc,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.17,4,,,91,,,,,,,,,,,none,,,5354 unknown 3.17 4 162.0 91 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
6665f4d6157d,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.95,4,,,,,,,,,,,,,,none,,,5355 unknown 3.95 4 168.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
2366d379f81d,quantnet_tracker,C,nyu-tandon-mfe,rejected,26Fall,3.85,4,,,,,,,,,,,,,,none,,,5356 unknown 3.85 4 170.0 -1 不明 不明 nyu-tandon-mfe rejected 26Fall quantnet_tracker
5acdfb71fc07,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.5,4,,,109,,,,,,,,,,,none,,,5357 unknown 3.5 4 166.0 109 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
17677adf2c9b,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.95,4,,,,,,,,,,,,,,none,,,5358 unknown 3.95 4 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
80e4343f2cc9,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.81,4,,,,,,,,,,,,,,none,,,5359 unknown 3.81 4 170.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
91c861eec211,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.2,4,,,113,,,,,,,,,,,none,,,5360 unknown 3.2 4 170.0 113 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
cc9039071536,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.42,4,,,,,,,,,,,,,,none,,,5361 unknown 3.42 4 167.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
1664a97a4d14,quantnet_tracker,C,nyu-tandon-mfe,accepted,26Fall,3.97,4,,,,,,,,,,,,,,none,,,5362 unknown 3.97 4 170.0 不明 不明 nyu-tandon-mfe accepted 26Fall quantnet_tracker
0db03fdd35bc,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.8,4,,,,,,,,,,,,,,none,,,5363 unknown 3.8 4 167.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
7311fb6a0fe5,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.75,4,,,,,,,,,,,,,,none,,,5364 unknown 3.75 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
ada1296409c5,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.8,4,,,102,,,,,,,,,,,none,,,5365 unknown 3.8 4 170.0 102 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
60e958abc79e,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.8,4,,,,,,,,,,,,,,none,,,5366 unknown 3.8 4 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
811b518a5452,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.97,4,,,,,,,,,,,,,,none,,,5367 unknown 3.97 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
ff9dbd1f7253,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.54,4,,,,,,,,,,,,,,none,,,5368 unknown 3.54 4 168.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
890b7fe62c83,quantnet_tracker,C,nyu-tandon-mfe,accepted,24Fall,3.36,4,,,,,,,,,,,,,,none,,,5369 unknown 3.36 4 不明 不明 nyu-tandon-mfe accepted 24Fall quantnet_tracker
b87dda20375b,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.3,4,,,,,,,,,,,,,,none,,,5370 unknown 3.3 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
c6ad159e98de,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.63,4,,,116,,,,,,,,,,,none,,,5371 unknown 3.63 4 168.0 116 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
ea254ab31f4f,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.1,4,,,,,,,,,,,,,,none,,,5372 unknown 3.1 4 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
524400465bb5,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.72,4,,,,,,,,,,,,,,none,,,5373 unknown 3.72 4 167.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
267d8c9ac201,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.48,4,,,,,,,,,,,,,,none,,,5374 unknown 3.48 4 170.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
e28ca8b25e33,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.55,4,,,,,,,,,,,,,,none,,,5375 unknown 3.55 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
363b760e73c7,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.7,4,,,,,,,,,,,,,,none,,,5376 unknown 3.7 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
5b5b72d12917,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.53,4,,,108,,,,,,,,,,,none,,,5377 unknown 3.53 4 168.0 108 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
926eee8a9259,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,5378 unknown 4.0 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
7bd5cb28496e,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.43,4,,,105,,,,,,,,,,,none,,,5379 unknown 3.43 4 170.0 105 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
35fd868b82b4,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.94,4,,,,,,,,,,,,,,none,,,5380 unknown 3.94 4 166.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
a01cf49ca955,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.703,4,,,103,,,,,,,,,,,none,,,5381 unknown 3.703 4 161.0 103 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
c8ea0faa9e53,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.2,4,,,,,,,,,,,,,,none,,,5382 unknown 3.2 4 170.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
257c0dc9025b,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.66,4,,,,,,,,,,,,,,none,,,5383 unknown 3.66 4 166.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
720a507b04d6,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.98,4,,,,,,,,,,,,,,none,,,5384 unknown 3.98 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
24f32e7946ba,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.5,4,,,,,,,,,,,,,,none,,,5385 unknown 3.5 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
ef7ede333bf5,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.8,4,,,,,,,,,,,,,,none,,,5386 unknown 3.8 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
01109de4a547,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,2.98,4,,,,,,,,,,,,,,none,,,5387 unknown 2.98 4 168.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
56590b9e42b1,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.99,4,,,,,,,,,,,,,,none,,,5388 unknown 3.99 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
4cdbfe9daf79,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.81,4,,,,,,,,,,,,,,none,,,5389 unknown 3.81 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
7163a1cadc27,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.78,4,,,,,,,,,,,,,,none,,,5390 unknown 3.78 4 165.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
c3ad5d1f218a,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.6,4,,,,,,,,,,,,,,none,,,5391 unknown 3.6 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
395d8f070a5c,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.9,4,,,,,,,,,,,,,,none,,,5392 unknown 3.9 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
0ea1a85ecddc,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.31,4,,,,,,,,,,,,,,none,,,5393 unknown 3.31 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
717b8fe36dbd,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.95,4,,,,,,,,,,,,,,none,,,5394 unknown 3.95 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
59486a9c6a04,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.87,4,,,,,,,,,,,,,,none,,,5395 unknown 3.87 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
076e7f75eb85,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.89,4,,,,,,,,,,,,,,none,,,5396 unknown 3.89 4 167.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
9d1f90188be1,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.96,4,,,,,,,,,,,,,,none,,,5397 unknown 3.96 4 169.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
72c6931113f3,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.5,4,,,106,,,,,,,,,,,none,,,5398 unknown 3.5 4 170.0 106 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
2dc0f0f7ddd1,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.64,4,,,,,,,,,,,,,,none,,,5399 unknown 3.64 4 170.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
9cf20cd0c53c,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.51,4,,,,,,,,,,,,,,none,,,5400 unknown 3.51 4 170.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
a264b98fdab7,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.2,4,,,,,,,,,,,,,,none,,,5401 unknown 3.2 4 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
62c7fe0af173,quantnet_tracker,C,nyu-tandon-mfe,rejected,25Fall,3.39,4,,,,,,,,,,,,,,none,,,5402 unknown 3.39 4 160.0 不明 不明 nyu-tandon-mfe rejected 25Fall quantnet_tracker
982e6b1fbf6d,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.81,4,,,,,,,,,,,,,,none,,,5403 unknown 3.81 4 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
77ad127d1aee,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.88,4,,,,,,,,,,,,,,none,,,5404 unknown 3.88 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
9a10ba6bb26c,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,5405 unknown 4.0 4 168.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
dc144a2fa510,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.5,4,,,,,,,,,,,,,,none,,,5406 unknown 3.5 4 168.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
ac6b8776901d,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,3.82,4,,,,,,,,,,,,,,none,,,5407 unknown 3.82 4 168.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
5782acaf4781,quantnet_tracker,C,nyu-tandon-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,5408 unknown 4.0 4 170.0 不明 不明 nyu-tandon-mfe accepted 25Fall quantnet_tracker
