id,source,tier,program,result,season,gpa,gpa_scale,gre_quant,gre_verbal,toefl,undergrad_school,undergrad_tier,undergrad_country,major,major_relevance,intern_count,intern_level,intern_relevance,has_paper,has_research,research_level,gender,nationality,raw_text
4927c944f3ca,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.88,4,,,,,,,,,,,,,,none,,,809 unknown 3.88 4 170.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
73068b75926a,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.4,4,,,,,,,,,,,,,,none,,,810 unknown 3.4 4 169.0 10 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
fcf11188d1ac,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.8,4,,,,,,,,,,,,,,none,,,811 unknown 3.8 4 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
e5db51d4fa45,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.8,4,,,111,,,,,,,,,,,none,,,812 unknown 3.8 4 170.0 111 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
ae938524b01d,quantnet_tracker,C,berkeley-mfe,waitlisted,26Fall,3.8,4,,,103,,,,,,,,,,,none,,,813 unknown 3.8 4 170.0 103 不明 不明 berkeley-mfe waitlisted 26Fall quantnet_tracker
b0056e6c51b6,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.42,4,,,,,,,,,,,,,,none,,,814 unknown 3.42 4 167.0 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
b897ab140c93,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,4.0,4,,,105,,,,,,,,,,,none,,,815 unknown 4.0 4 169.0 105 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
4a8950a5a358,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,4.0,4,,,,,,,,,,,,,,none,,,816 unknown 4.0 4 170.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
858204049bc3,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.8,4,,,105,,,,,,,,,,,none,,,817 unknown 3.8 4 169.0 105 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
d6d4973eda0b,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.7,4,,,,,,,,,,,,,,none,,,818 unknown 3.7 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
c560c87725da,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.7,4,,,,,,,,,,,,,,none,,,819 unknown 3.7 4 167.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
3d7d98b86f8d,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.9,4,,,110,,,,,,,,,,,none,,,820 unknown 3.9 4 170.0 110 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
873e648ecb42,quantnet_tracker,C,berkeley-mfe,waitlisted,26Fall,3.3,4,,,120,,,,,,,,,,,none,,,821 unknown 3.3 4 170.0 120 不明 不明 berkeley-mfe waitlisted 26Fall quantnet_tracker
2b3d5c083639,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.12,4,,,,,,,,,,,,,,none,,,822 unknown 3.12 4 170.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
0dcf42488e09,quantnet_tracker,C,berkeley-mfe,waitlisted,26Fall,3.5,4,,,106,,,,,,,,,,,none,,,823 unknown 3.5 4 170.0 106 不明 不明 berkeley-mfe waitlisted 26Fall quantnet_tracker
ba8133b3baef,quantnet_tracker,C,berkeley-mfe,waitlisted,26Fall,3.84,4,,,,,,,,,,,,,,none,,,824 unknown 3.84 4 170.0 不明 不明 berkeley-mfe waitlisted 26Fall quantnet_tracker
f98692b99b72,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.86,4,,,106,,,,,,,,,,,none,,,825 unknown 3.86 4 170.0 106 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
6812ade94b19,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.75,4,,,,,,,,,,,,,,none,,,826 unknown 3.75 4 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
d8e43dfb8aee,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.89,4,,,113,,,,,,,,,,,none,,,827 unknown 3.89 4 170.0 113 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
6726960ccc26,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.42,4,,,,,,,,,,,,,,none,,,828 unknown 3.42 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
51839b28ce9f,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,4.0,4,,,,,,,,,,,,,,none,,,829 unknown 4.0 4 165.0 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
536f7eb9545f,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.83,4,,,,,,,,,,,,,,none,,,830 unknown 3.83 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
007ff4d7fe9a,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.85,4,,,,,,,,,,,,,,none,,,831 unknown 3.85 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
211a2d8ad21e,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.44,4,,,113,,,,,,,,,,,none,,,832 unknown 3.44 4 170.0 113 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
1d4a2962b82f,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,4.0,4,,,,,,,,,,,,,,none,,,833 unknown 4.0 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
21e5d726e105,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.86,4,,,106,,,,,,,,,,,none,,,834 unknown 3.86 4 170.0 106 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
5c1deb3154ff,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.7,4,,,,,,,,,,,,,,none,,,835 unknown 3.7 4 165.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
3232d87d76d2,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.97,4,,,,,,,,,,,,,,none,,,836 unknown 3.97 4 170.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
c4089d92fbbf,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.8,4,,,,,,,,,,,,,,none,,,837 unknown 3.8 4 167.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
37ce65f08733,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.5,4,,,,,,,,,,,,,,none,,,838 unknown 3.5 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
fce4547ccfd2,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.63,4,,,116,,,,,,,,,,,none,,,839 unknown 3.63 4 168.0 116 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
9aed87726f57,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.81,4,,,,,,,,,,,,,,none,,,840 unknown 3.81 4 170.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
445e361d92fb,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.8,4,,,,,,,,,,,,,,none,,,841 unknown 3.8 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
e129427c47fc,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.68,4,,,,,,,,,,,,,,none,,,842 unknown 3.68 4 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
2ca988078714,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.5,4,,,,,,,,,,,,,,none,,,843 unknown 3.5 4 167.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
03cad6a2c136,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.9,4,,,,,,,,,,,,,,none,,,844 unknown 3.9 4 170.0 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
b8d9d0a72846,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.72,4,,,,,,,,,,,,,,none,,,845 unknown 3.72 4 167.0 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
cfea28e18803,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.7,4,,,,,,,,,,,,,,none,,,846 unknown 3.7 4 169.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
5c4dd88b3ab9,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.96,4,,,,,,,,,,,,,,none,,,847 unknown 3.96 4 169.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
aba2d6616494,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,4.0,4,,,,,,,,,,,,,,none,,,848 unknown 4.0 4 167.0 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
07bc808d5344,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,3.95,4,,,,,,,,,,,,,,none,,,849 unknown 3.95 4 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
24d7889931a9,quantnet_tracker,C,berkeley-mfe,rejected,26Fall,,4,,,,,,,,,,,,,,none,,,850 unknown 4 不明 不明 berkeley-mfe rejected 26Fall quantnet_tracker
3f5c55463b9d,quantnet_tracker,C,berkeley-mfe,accepted,26Fall,3.68,4,,,,,,,,,,,,,,none,,,851 unknown 3.68 4 170.0 不明 不明 berkeley-mfe accepted 26Fall quantnet_tracker
839da99c1d37,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.26,4,,,,,,,,,,,,,,none,,,852 unknown 3.26 4 168.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
1920a1c5ae30,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.62,4,,,117,,,,,,,,,,,none,,,853 unknown 3.62 4 170.0 117 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
85b21f02d756,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.8,4,,,107,,,,,,,,,,,none,,,854 unknown 3.8 4 170.0 107 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
84591a4f41aa,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,,4,,,,,,,,,,,,,,none,,,855 unknown 4 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
e0f56f532524,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.34,4,,,,,,,,,,,,,,none,,,856 unknown 3.34 4 168.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
5a42bf51763a,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.7,4,,,,,,,,,,,,,,none,,,857 unknown 3.7 4 170.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
15ca6c214382,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.06,4,,,,,,,,,,,,,,none,,,858 unknown 3.06 4 170.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
77816417f9c3,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.76,4,,,98,,,,,,,,,,,none,,,859 unknown 3.76 4 170.0 98 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
7cc6b2ef75d7,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.54,4,,,,,,,,,,,,,,none,,,860 unknown 3.54 4 169.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
6a071ffeee60,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,2.992,4,,,,,,,,,,,,,,none,,,861 unknown 2.992 4 161.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
5aced5ed57eb,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,,4,,,,,,,,,,,,,,none,,,862 unknown 4 170.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
583958e8d7e8,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,863 unknown 4.0 4 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
b5e27abbee6a,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.8,4,,,,,,,,,,,,,,none,,,864 unknown 3.8 4 167.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
2f2a0877317c,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.22,4,,,,,,,,,,,,,,none,,,865 unknown 3.22 4 170.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
9734ac3e401d,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,4.0,4,,,,,,,,,,,,,,none,,,866 unknown 4.0 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
824887f00eff,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.91,4,,,,,,,,,,,,,,none,,,867 unknown 3.91 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
69239ed2dc16,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.68,4,,,,,,,,,,,,,,none,,,868 unknown 3.68 4 170.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
2642ca0fd6dd,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.65,4,,,,,,,,,,,,,,none,,,869 unknown 3.65 4 165.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
9089815f0f6a,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.7,4,,,,,,,,,,,,,,none,,,870 unknown 3.7 4 169.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
86c5f20454fa,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.86,4,,,,,,,,,,,,,,none,,,871 unknown 3.86 4 170.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
19d02157fd21,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,4.0,4,,,,,,,,,,,,,,none,,,872 unknown 4.0 4 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
8e95fc96c453,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.36,4,,,,,,,,,,,,,,none,,,873 unknown 3.36 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
73cb5ace8c8c,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.6,4,,,,,,,,,,,,,,none,,,874 unknown 3.6 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
ed9dce1c7fa3,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.55,4,,,,,,,,,,,,,,none,,,875 unknown 3.55 4 168.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
41db8cb874a0,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.76,4,,,,,,,,,,,,,,none,,,876 unknown 3.76 4 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
fd2432ddc2c4,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.83,4,,,,,,,,,,,,,,none,,,877 unknown 3.83 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
a4fdbe03c7c0,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.7,4,,,,,,,,,,,,,,none,,,878 unknown 3.7 4 168.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
af5e46a7096b,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,2.84,4,,,,,,,,,,,,,,none,,,879 unknown 2.84 4 167.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
95e25f58688f,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.96,4,,,,,,,,,,,,,,none,,,880 unknown 3.96 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
07b7538fb3ef,quantnet_tracker,C,berkeley-mfe,accepted,24Fall,3.61,4,,,,,,,,,,,,,,none,,,881 unknown 3.61 4 170.0 不明 不明 berkeley-mfe accepted 24Fall quantnet_tracker
7164a9650407,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.74,4,,,,,,,,,,,,,,none,,,882 unknown 3.74 4 170.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
446607a3d8f3,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,,4,,,,,,,,,,,,,,none,,,883 unknown 4 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
2ca5367c1ecc,quantnet_tracker,C,berkeley-mfe,rejected,24Fall,3.5,4,,,,,,,,,,,,,,none,,,884 unknown 3.5 4 169.0 不明 不明 berkeley-mfe rejected 24Fall quantnet_tracker
c1ef91d94084,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.756,4,,,,,,,,,,,,,,none,,,885 unknown 3.756 4 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
696f39bc3014,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.58,4,,,,,,,,,,,,,,none,,,886 unknown 3.58 4 166.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
a1c0ad2e7b1f,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.36,4,,,,,,,,,,,,,,none,,,887 unknown 3.36 4 166.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
40cf7d45abd0,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.77,4,,,,,,,,,,,,,,none,,,888 unknown 3.77 4 170.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
ddcd89c9136d,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,889 unknown 4.0 4 168.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
b463382904dd,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,,4,,,,,,,,,,,,,,none,,,890 unknown 4 166.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
735b51374f49,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.7,4,,,,,,,,,,,,,,none,,,891 unknown 3.7 4 170.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
04f5dcfc5498,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.78,4,,,,,,,,,,,,,,none,,,892 unknown 3.78 4 168.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
3a5939d3041b,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,893 unknown 4.0 4 169.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
1d116af871da,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,4.0,4,,,,,,,,,,,,,,none,,,894 unknown 4.0 4 170.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
5961dac36e65,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.83,4,,,,,,,,,,,,,,none,,,895 unknown 3.83 4 170.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
0bd99f4b8e7a,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.93,4,,,,,,,,,,,,,,none,,,896 unknown 3.93 4 167.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
d6c175a4b5a5,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.78,4,,,,,,,,,,,,,,none,,,897 unknown 3.78 4 169.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
91ade114bbe4,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.38,4,,,,,,,,,,,,,,none,,,898 unknown 3.38 4 170.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
23571534dd92,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.24,4,,,,,,,,,,,,,,none,,,899 unknown 3.24 4 170.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
749b2e201c37,quantnet_tracker,C,berkeley-mfe,accepted,25Fall,3.72,4,,,,,,,,,,,,,,none,,,900 unknown 3.72 4 169.0 不明 不明 berkeley-mfe accepted 25Fall quantnet_tracker
70e1aa8dc799,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.75,4,,,,,,,,,,,,,,none,,,901 unknown 3.75 4 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
3b2ae04fc7b8,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.9,4,,,,,,,,,,,,,,none,,,902 unknown 3.9 4 170.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
277264a9efb5,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.97,4,,,,,,,,,,,,,,none,,,903 unknown 3.97 4 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
284b65a0caf4,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.5,4,,,,,,,,,,,,,,none,,,904 unknown 3.5 4 168.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
cc74fefa98d3,quantnet_tracker,C,berkeley-mfe,rejected,25Fall,3.86,4,,,,,,,,,,,,,,none,,,905 unknown 3.86 4 170.0 不明 不明 berkeley-mfe rejected 25Fall quantnet_tracker
71e0b4f33a5e,quantnet_tracker,C,berkeley-mfe,accepted,23Fall,2.68,4,,,,,,,,,,,,,,none,,,906 unknown 2.68 4 170.0 不明 不明 berkeley-mfe accepted 23Fall quantnet_tracker
6d72be50b90c,quantnet_tracker,C,berkeley-mfe,rejected,23Fall,3.88,4,,,,,,,,,,,,,,none,,,907 unknown 3.88 4 168.0 不明 不明 berkeley-mfe rejected 23Fall quantnet_tracker
ec02c36729a0,quantnet_tracker,C,berkeley-mfe,rejected,23Fall,3.07,4,,,,,,,,,,,,,,none,,,908 unknown 3.07 4 169.0 不明 不明 berkeley-mfe rejected 23Fall quantnet_tracker
03206dd67338,quantnet_tracker,C,berkeley-mfe,accepted,23Fall,3.06,4,,,,,,,,,,,,,,none,,,909 unknown 3.06 4 168.0 不明 不明 berkeley-mfe accepted 23Fall quantnet_tracker
63a203194fc4,quantnet_tracker,C,berkeley-mfe,accepted,23Fall,3.53,4,,,,,,,,,,,,,,none,,,910 unknown 3.53 4 170.0 不明 不明 berkeley-mfe accepted 23Fall quantnet_tracker
84093955b345,quantnet_tracker,C,berkeley-mfe,accepted,23Fall,3.67,4,,,,,,,,,,,,,,none,,,911 unknown 3.67 4 168.0 不明 不明 berkeley-mfe accepted 23Fall quantnet_tracker
40913cff8492,quantnet_tracker,C,berkeley-mfe,accepted,23Fall,3.02,4,,,,,,,,,,,,,,none,,,912 unknown 3.02 4 170.0 不明 不明 berkeley-mfe accepted 23Fall quantnet_tracker
1c46c6e2845f,quantnet_tracker,C,berkeley-mfe,accepted,23Fall,2.8,4,,,,,,,,,,,,,,none,,,913 unknown 2.8 4 不明 不明 berkeley-mfe accepted 23Fall quantnet_tracker
297827aacb8d,quantnet_tracker,C,berkeley-mfe,rejected,23Fall,3.28,4,,,,,,,,,,,,,,none,,,914 unknown 3.28 4 169.0 不明 不明 berkeley-mfe rejected 23Fall quantnet_tracker
9f750755c327,quantnet_tracker,C,berkeley-mfe,rejected,23Fall,3.46,4,,,,,,,,,,,,,,none,,,915 unknown 3.46 4 169.0 不明 不明 berkeley-mfe rejected 23Fall quantnet_tracker
e1968fd87d07,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.87,4,,,,,,,,,,,,,,none,,,916 unknown 3.87 4 130.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
738f06a95244,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.7,4,,,,,,,,,,,,,,none,,,917 unknown 3.7 4 169.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
ef6c5b549da4,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.4,4,,,,,,,,,,,,,,none,,,918 unknown 3.4 4 168.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
147ab4c98a94,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.8,4,,,,,,,,,,,,,,none,,,919 unknown 3.8 4 170.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
74ea329de8af,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.32,4,,,,,,,,,,,,,,none,,,920 unknown 3.32 4 170.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
3272452ce76d,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.8,4,,,,,,,,,,,,,,none,,,921 unknown 3.8 4 168.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
4ccd7ec4d8c3,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.7,4,,,,,,,,,,,,,,none,,,922 unknown 3.7 4 130.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
6b27d56620c0,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.9,4,,,,,,,,,,,,,,none,,,923 unknown 3.9 4 170.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
38b6543c75fa,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.6,4,,,,,,,,,,,,,,none,,,924 unknown 3.6 4 170.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
c719d7922eb2,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.7,4,,,,,,,,,,,,,,none,,,925 unknown 3.7 4 170.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
517c290b4b63,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.66,4,,,,,,,,,,,,,,none,,,926 unknown 3.66 4 170.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
4bce30febf13,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.43,4,,,,,,,,,,,,,,none,,,927 unknown 3.43 4 170.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
5601d2eb0a11,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.6,4,,,,,,,,,,,,,,none,,,928 unknown 3.6 4 130.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
842a57a1910d,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,2.93,4,,,,,,,,,,,,,,none,,,929 unknown 2.93 4 168.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
827627d60959,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.64,4,,,,,,,,,,,,,,none,,,930 unknown 3.64 4 170.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
ae9b66903120,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.98,4,,,,,,,,,,,,,,none,,,931 unknown 3.98 4 168.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
e5ccc7f69b34,quantnet_tracker,C,berkeley-mfe,accepted,22Fall,3.76,4,,,,,,,,,,,,,,none,,,932 unknown 3.76 4 170.0 不明 不明 berkeley-mfe accepted 22Fall quantnet_tracker
b064c8daa049,quantnet_tracker,C,berkeley-mfe,rejected,22Fall,3.36,4,,,,,,,,,,,,,,none,,,933 unknown 3.36 4 170.0 不明 不明 berkeley-mfe rejected 22Fall quantnet_tracker
81c68056fb14,quantnet_tracker,C,berkeley-mfe,accepted,21Fall,3.6,4,,,,,,,,,,,,,,none,,,934 unknown 3.6 4 169.0 不明 不明 berkeley-mfe accepted 21Fall quantnet_tracker
51bb83e43052,quantnet_tracker,C,berkeley-mfe,rejected,21Fall,,4,,,,,,,,,,,,,,none,,,935 unknown 4 170.0 不明 不明 berkeley-mfe rejected 21Fall quantnet_tracker
abbcaae20a03,quantnet_tracker,C,berkeley-mfe,rejected,21Fall,3.8,4,,,,,,,,,,,,,,none,,,936 unknown 3.8 4 165.0 不明 不明 berkeley-mfe rejected 21Fall quantnet_tracker
785cd947627e,quantnet_tracker,C,berkeley-mfe,accepted,21Fall,3.7,4,,,,,,,,,,,,,,none,,,937 unknown 3.7 4 168.0 不明 不明 berkeley-mfe accepted 21Fall quantnet_tracker
